Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
DNA Damage Reversal ,0.37517836535273097,1.2668764135955959,0.8504504504504504,0.8498403767488608,7,7,ILMN_1685097;ILMN_1679919;ILMN_1690252;ILMN_1772177;ILMN_2134062;ILMN_2288070;ILMN_1795639,ILMN_1685097;ILMN_1679919;ILMN_1690252;ILMN_1772177
Vitamin C (ascorbate) metabolism ,-0.5747935078613544,-2.535502821804875,0.3092105263157895,0.8509467888767228,7,7,ILMN_1659027;ILMN_1808196;ILMN_2308582;ILMN_1746578;ILMN_1760950;ILMN_1740234;ILMN_1714167,ILMN_1740234;ILMN_1714167
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1 ,0.37139966626517845,1.2637827095774998,0.8493870402802102,0.851477388657783,8,8,ILMN_2181968;ILMN_2048326;ILMN_1782977;ILMN_2331501;ILMN_1748661;ILMN_1700086;ILMN_1772233;ILMN_2191428,ILMN_2181968;ILMN_2048326;ILMN_1782977;ILMN_2331501
Acyl chain remodelling of PG ,-0.41511242723332514,-2.5373467886153476,0.3882063882063882,0.8515253861230985,18,18,ILMN_1674759;ILMN_1702171;ILMN_1803561;ILMN_1740586;ILMN_1737685;ILMN_1724799;ILMN_1662351;ILMN_1788811;ILMN_1807171;ILMN_1710590;ILMN_1744211;ILMN_2151277;ILMN_1714956;ILMN_1721549;ILMN_1746769;ILMN_1697629;ILMN_1683016;ILMN_1762561,ILMN_1744211;ILMN_2151277;ILMN_1714956;ILMN_1721549;ILMN_1746769;ILMN_1697629;ILMN_1683016;ILMN_1762561
Synthesis of PIPs at the Golgi membrane ,0.31969507747811593,1.2638290890571204,0.8285229202037352,0.852057758240318,17,17,ILMN_1799024;ILMN_2330948;ILMN_2147471;ILMN_1738993;ILMN_1750549;ILMN_2329483;ILMN_1811301;ILMN_2382121;ILMN_1687896;ILMN_1742197;ILMN_1765019;ILMN_1654031;ILMN_1655177;ILMN_1715832;ILMN_1682938;ILMN_1800889;ILMN_1666597,ILMN_1799024;ILMN_2330948;ILMN_2147471;ILMN_1738993;ILMN_1750549;ILMN_2329483;ILMN_1811301;ILMN_2382121
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB ,-0.9482603172003752,-2.5389318984475673,0.11222444889779559,0.8523636295158472,1,1,ILMN_1663640,ILMN_1663640
Ketone body metabolism ,-0.5335927833897062,-2.539428415083806,0.40425531914893614,0.854408420918675,10,8,ILMN_1813544;ILMN_1653730;ILMN_1659885;ILMN_1716377;ILMN_1698554;ILMN_1799280;ILMN_1815203;ILMN_2122420,ILMN_1815203;ILMN_2122420
Activation of C3 and C5 ,-0.5863712761666433,-2.5468172731151046,0.386046511627907,0.8545039971845856,23,5,ILMN_1710740;ILMN_1658121;ILMN_1762260;ILMN_1813695;ILMN_1774287,ILMN_1813695;ILMN_1774287
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release ,-0.39932535781551726,-2.5429247634294034,0.46113989637305697,0.8559807802757704,19,18,ILMN_2179652;ILMN_1774083;ILMN_2321064;ILMN_1769306;ILMN_1779706;ILMN_1761577;ILMN_1712639;ILMN_2259495;ILMN_1713630;ILMN_1668466;ILMN_1778188;ILMN_1779356;ILMN_1720431;ILMN_2098446;ILMN_2138801;ILMN_1748831;ILMN_1714108;ILMN_1718961,ILMN_2098446;ILMN_2138801;ILMN_1748831;ILMN_1714108;ILMN_1718961
Signaling by FGFR3 ,0.28487667421333007,1.2578167339505273,0.840064620355412,0.8565131160957625,40,38,ILMN_1775759;ILMN_2382906;ILMN_1767135;ILMN_1778236;ILMN_2181968;ILMN_1728071;ILMN_1812517;ILMN_1778253;ILMN_1797030;ILMN_1652472;ILMN_2048326;ILMN_1742521;ILMN_1740871;ILMN_1781390;ILMN_1706677;ILMN_1782977;ILMN_1696488;ILMN_2331501;ILMN_1699735;ILMN_2089329;ILMN_1705396;ILMN_1677456;ILMN_1725738;ILMN_1892050;ILMN_1666910;ILMN_1701967;ILMN_2105919;ILMN_1785564;ILMN_1699798;ILMN_1703222;ILMN_1689057;ILMN_2191428;ILMN_1810467;ILMN_2153061;ILMN_1712659;ILMN_1772605;ILMN_1667260;ILMN_1722858,ILMN_1775759;ILMN_2382906;ILMN_1767135;ILMN_1778236;ILMN_2181968;ILMN_1728071;ILMN_1812517;ILMN_1778253;ILMN_1797030;ILMN_1652472;ILMN_2048326;ILMN_1742521
Beta oxidation of palmitoyl-CoA to myristoyl-CoA ,-0.7476869200143111,-2.539722935755085,0.42790697674418604,0.8566597298550641,2,2,ILMN_1712751;ILMN_2197846,ILMN_2197846
CLEC7A (Dectin-1) induces NFAT activation ,-0.49127135913670616,-2.5070267503438983,0.35498839907192575,0.8567535009160212,10,10,ILMN_1796962;ILMN_1815500;ILMN_1729663;ILMN_1778242;ILMN_1670970;ILMN_1661083;ILMN_1736103;ILMN_1802669;ILMN_1789505;ILMN_1770412,ILMN_1736103;ILMN_1802669;ILMN_1789505;ILMN_1770412
Acyl chain remodelling of PC ,-0.3723374178151621,-2.5469421487990753,0.42676767676767674,0.8569285372933256,27,27,ILMN_1674759;ILMN_1707286;ILMN_1796335;ILMN_1702171;ILMN_2049417;ILMN_1803561;ILMN_1740586;ILMN_1724799;ILMN_1662351;ILMN_1788811;ILMN_1807171;ILMN_1798955;ILMN_1710590;ILMN_1680223;ILMN_2370862;ILMN_1736929;ILMN_1744211;ILMN_1810191;ILMN_1777853;ILMN_1714956;ILMN_1721549;ILMN_1805225;ILMN_1746769;ILMN_1697629;ILMN_1667711;ILMN_1683016;ILMN_1762561,ILMN_1744211;ILMN_1810191;ILMN_1777853;ILMN_1714956;ILMN_1721549;ILMN_1805225;ILMN_1746769;ILMN_1697629;ILMN_1667711;ILMN_1683016;ILMN_1762561
Interleukin-6 signaling ,0.3639873752011503,1.2558010237105792,0.8128161888701517,0.8577339169802143,10,10,ILMN_1691364;ILMN_1778236;ILMN_1699651;ILMN_1696394;ILMN_2181968;ILMN_2156250;ILMN_1676955;ILMN_1793384;ILMN_1663618;ILMN_1746604,ILMN_1691364;ILMN_1778236;ILMN_1699651;ILMN_1696394;ILMN_2181968
Biosynthesis of DHA-derived sulfido conjugates ,-0.9194500225403117,-2.507629321519491,0.16770186335403728,0.8585851168916326,2,1,ILMN_1813335,ILMN_1813335
Downregulation of ERBB2:ERBB3 signaling ,0.3492240641633525,1.2541213781709744,0.8181818181818182,0.8586651769234364,13,12,ILMN_2337880;ILMN_1737252;ILMN_2048326;ILMN_2325610;ILMN_1717902;ILMN_1782977;ILMN_2331501;ILMN_2094587;ILMN_1748661;ILMN_1743347;ILMN_1808095;ILMN_2191428,ILMN_2337880;ILMN_1737252;ILMN_2048326;ILMN_2325610;ILMN_1717902;ILMN_1782977;ILMN_2331501
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE) ,-0.6358291746887137,-2.5087490987920917,0.34146341463414637,0.8599891935228414,8,5,ILMN_1729191;ILMN_1670652;ILMN_2097259;ILMN_1769155;ILMN_1729439,ILMN_1769155;ILMN_1729439
Phase 3 - rapid repolarisation ,-0.565975712373574,-2.5186631366093524,0.39443155452436196,0.8600729716114041,7,7,ILMN_1711650;ILMN_1789387;ILMN_1769143;ILMN_2396691;ILMN_2338809;ILMN_2047618;ILMN_1703110,ILMN_1703110
GTP hydrolysis and joining of the 60S ribosomal subunit ,0.26899120240659,1.2518227215195286,0.7406876790830945,0.8602130479296838,130,112,ILMN_1798014;ILMN_2112811;ILMN_1729832;ILMN_1715636;ILMN_1737517;ILMN_1800573;ILMN_1774823;ILMN_1722900;ILMN_1739257;ILMN_1756767;ILMN_1712413;ILMN_1768470;ILMN_1737709;ILMN_1784717;ILMN_1739821;ILMN_1673509;ILMN_2141452;ILMN_1686954;ILMN_1694057;ILMN_1754303;ILMN_2413278;ILMN_2343775;ILMN_2070072;ILMN_2411723;ILMN_1651850;ILMN_1737015;ILMN_1694367;ILMN_1663415;ILMN_1755733;ILMN_2255310;ILMN_2191331;ILMN_1764721;ILMN_2048326;ILMN_1741944;ILMN_1664614;ILMN_1739847;ILMN_1797764;ILMN_1775243;ILMN_1701832;ILMN_1782621;ILMN_1707598;ILMN_1737074;ILMN_1782977;ILMN_1708164;ILMN_2402090;ILMN_1720438;ILMN_2192693;ILMN_1755115;ILMN_1783142;ILMN_2290808;ILMN_1752285;ILMN_1694742;ILMN_1760714;ILMN_1696120;ILMN_2051519;ILMN_1753534;ILMN_1775175;ILMN_1700723;ILMN_1671291;ILMN_1770895;ILMN_1707810;ILMN_1696839;ILMN_1713086;ILMN_1695261;ILMN_1665717;ILMN_1683597;ILMN_2207539;ILMN_1746516;ILMN_2087080;ILMN_2408415;ILMN_1656625;ILMN_1684258;ILMN_1756360;ILMN_1695585;ILMN_2189933;ILMN_1815345;ILMN_1762725;ILMN_1694398;ILMN_1740749;ILMN_1673638;ILMN_1712155;ILMN_2191634;ILMN_2230624;ILMN_1808939;ILMN_1683660;ILMN_1754195;ILMN_1672446;ILMN_1731546;ILMN_1656662;ILMN_1685088;ILMN_2400143;ILMN_1658283;ILMN_1685722;ILMN_1656807;ILMN_2247594;ILMN_2154566;ILMN_1815733;ILMN_1653469;ILMN_2331890;ILMN_2038772;ILMN_1689446;ILMN_1786242;ILMN_1666635;ILMN_2319994;ILMN_2219134;ILMN_1713369;ILMN_1712678;ILMN_2166831;ILMN_1762747;ILMN_2079386;ILMN_1772459;ILMN_1655497,ILMN_1798014;ILMN_2112811;ILMN_1729832;ILMN_1715636;ILMN_1737517;ILMN_1800573;ILMN_1774823;ILMN_1722900;ILMN_1739257;ILMN_1756767;ILMN_1712413;ILMN_1768470;ILMN_1737709;ILMN_1784717;ILMN_1739821;ILMN_1673509;ILMN_2141452;ILMN_1686954;ILMN_1694057;ILMN_1754303;ILMN_2413278;ILMN_2343775;ILMN_2070072;ILMN_2411723;ILMN_1651850;ILMN_1737015;ILMN_1694367;ILMN_1663415;ILMN_1755733;ILMN_2255310;ILMN_2191331;ILMN_1764721;ILMN_2048326
N-glycan antennae elongation in the medial/trans-Golgi ,-0.3570677684435381,-2.5207958237545114,0.4908616187989556,0.8603974910300998,28,24,ILMN_1653358;ILMN_1685824;ILMN_2380688;ILMN_2204545;ILMN_1796106;ILMN_1721391;ILMN_2342240;ILMN_1756501;ILMN_1755643;ILMN_1731049;ILMN_1758461;ILMN_1732555;ILMN_1697301;ILMN_1765187;ILMN_1766475;ILMN_1734176;ILMN_1692267;ILMN_2117736;ILMN_2147435;ILMN_1815148;ILMN_1752728;ILMN_1795845;ILMN_1736828;ILMN_1698508,ILMN_1815148;ILMN_1752728;ILMN_1795845;ILMN_1736828;ILMN_1698508
Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS) ,-0.9464161304867154,-2.510118161474192,0.10179640718562874,0.8610894413044602,1,1,ILMN_1743635,ILMN_1743635
Synthesis of PI ,0.4075023124440386,1.2499011956962838,0.8706099815157117,0.8613621018972117,4,4,ILMN_1653220;ILMN_1751635;ILMN_1770425;ILMN_1801476,ILMN_1653220
RUNX2 regulates genes involved in differentiation of myeloid cells ,-0.7350430424211808,-2.522149729439841,0.32397408207343414,0.8615906774071808,3,3,ILMN_1803788;ILMN_1669335;ILMN_1716651,ILMN_1669335;ILMN_1716651
Myoclonic epilepsy of Lafora ,-0.5204341179190752,-2.4995060194345418,0.41148325358851673,0.8617548529038711,8,8,ILMN_2230862;ILMN_2048326;ILMN_1719468;ILMN_1782977;ILMN_2331501;ILMN_1796746;ILMN_2191428;ILMN_1736670,ILMN_1736670
Neurexins and neuroligins ,0.26199647117384395,1.248464843583417,0.8883495145631068,0.8620804690175274,58,55,ILMN_1654773;ILMN_1811579;ILMN_1908923;ILMN_1794780;ILMN_1723626;ILMN_1804568;ILMN_1663444;ILMN_1805448;ILMN_2321301;ILMN_1760160;ILMN_2376289;ILMN_1754842;ILMN_1668924;ILMN_1712784;ILMN_1676215;ILMN_2210199;ILMN_2179029;ILMN_1688614;ILMN_1748245;ILMN_1685472;ILMN_1815610;ILMN_1684534;ILMN_1691849;ILMN_1745151;ILMN_2323427;ILMN_1673152;ILMN_1810657;ILMN_1671626;ILMN_2109197;ILMN_1747754;ILMN_1770857;ILMN_2380779;ILMN_1860487;ILMN_1670547;ILMN_2128162;ILMN_1895745;ILMN_1731958;ILMN_1740655;ILMN_1759700;ILMN_1671542;ILMN_1700657;ILMN_2317580;ILMN_2227790;ILMN_1838187;ILMN_1811515;ILMN_2182656;ILMN_1806293;ILMN_2412281;ILMN_1671486;ILMN_1764158;ILMN_1738684;ILMN_2380938;ILMN_1768595;ILMN_1728496;ILMN_2043306,ILMN_1654773;ILMN_1811579;ILMN_1908923;ILMN_1794780;ILMN_1723626;ILMN_1804568;ILMN_1663444;ILMN_1805448;ILMN_2321301;ILMN_1760160;ILMN_2376289;ILMN_1754842;ILMN_1668924;ILMN_1712784;ILMN_1676215;ILMN_2210199;ILMN_2179029
Activated NOTCH1 Transmits Signal to the Nucleus ,-0.34339379832086014,-2.5114541191742075,0.5668449197860963,0.8622048228091052,31,28,ILMN_1729161;ILMN_1791679;ILMN_1652975;ILMN_1765779;ILMN_1653678;ILMN_2275098;ILMN_2048326;ILMN_1675866;ILMN_1689002;ILMN_2399523;ILMN_1782977;ILMN_2331501;ILMN_1718946;ILMN_1690174;ILMN_1658472;ILMN_1809193;ILMN_2385178;ILMN_2325168;ILMN_1669718;ILMN_2191428;ILMN_1752283;ILMN_1788832;ILMN_1743373;ILMN_1691376;ILMN_1735180;ILMN_2331266;ILMN_1714417;ILMN_1767816,ILMN_2325168;ILMN_1669718;ILMN_2191428;ILMN_1752283;ILMN_1788832;ILMN_1743373;ILMN_1691376;ILMN_1735180;ILMN_2331266;ILMN_1714417;ILMN_1767816
Phospholipase C-mediated cascade: FGFR1 ,0.3301852963476408,1.2469410623495416,0.826530612244898,0.8622657933528062,15,15,ILMN_2382906;ILMN_1812517;ILMN_2095633;ILMN_1740871;ILMN_1781390;ILMN_1723227;ILMN_1696488;ILMN_2398261;ILMN_1699735;ILMN_1764605;ILMN_1677456;ILMN_1892050;ILMN_2105919;ILMN_2352077;ILMN_2153061,ILMN_2382906;ILMN_1812517;ILMN_2095633;ILMN_1740871;ILMN_1781390;ILMN_1723227;ILMN_1696488;ILMN_2398261
Erythropoietin activates STAT5 ,0.3975408345360778,1.2470026693302845,0.8402777777777778,0.862832185462534,6,6,ILMN_1781155;ILMN_1665671;ILMN_1753547;ILMN_2083469;ILMN_1684034;ILMN_2168347,ILMN_1781155;ILMN_1665671
Molecules associated with elastic fibres ,-0.331344767564743,-2.5128707101367525,0.5012987012987012,0.8632780358490096,37,34,ILMN_1697268;ILMN_1719755;ILMN_1741566;ILMN_1722718;ILMN_1795266;ILMN_1670899;ILMN_1796471;ILMN_1789846;ILMN_1723467;ILMN_1656321;ILMN_1778237;ILMN_1732921;ILMN_1711439;ILMN_2129668;ILMN_1691127;ILMN_1812526;ILMN_1757506;ILMN_1791688;ILMN_1664176;ILMN_2352917;ILMN_1721769;ILMN_2245087;ILMN_2350634;ILMN_1722713;ILMN_1733415;ILMN_2169439;ILMN_1777121;ILMN_1709734;ILMN_1660306;ILMN_1676799;ILMN_1783182;ILMN_1653203;ILMN_1766914;ILMN_1796755,ILMN_2350634;ILMN_1722713;ILMN_1733415;ILMN_2169439;ILMN_1777121;ILMN_1709734;ILMN_1660306;ILMN_1676799;ILMN_1783182;ILMN_1653203;ILMN_1766914;ILMN_1796755
Biosynthesis of DPAn-3-derived protectins and resolvins ,-0.7829533260196174,-2.4910828229885156,0.36147186147186144,0.865122065359199,2,2,ILMN_2403534;ILMN_1680996,ILMN_1680996
Regulation of TP53 Activity through Association with Co-factors ,-0.447938496970732,-2.493244984182912,0.38995215311004783,0.8653551595474394,14,13,ILMN_1738691;ILMN_1779706;ILMN_2325610;ILMN_1748661;ILMN_2396338;ILMN_1743347;ILMN_1778188;ILMN_1740035;ILMN_1779356;ILMN_1669390;ILMN_2138801;ILMN_1786722;ILMN_1748831,ILMN_1669390;ILMN_2138801;ILMN_1786722;ILMN_1748831
Enzymatic degradation of Dopamine by monoamine oxidase ,-0.9482603172003752,-2.4857826361231625,0.09861932938856016,0.8654198632839515,1,1,ILMN_1663640,ILMN_1663640
ChREBP activates metabolic gene expression ,-0.5593304786826103,-2.4809200971074055,0.36818181818181817,0.8654282363246688,15,7,ILMN_1792207;ILMN_1679520;ILMN_1749014;ILMN_1777031;ILMN_1772123;ILMN_1784871;ILMN_1763852,ILMN_1777031;ILMN_1772123;ILMN_1784871;ILMN_1763852
Wax biosynthesis ,0.4413776801621512,1.2426828424990164,0.8790613718411552,0.8655135181756616,3,3,ILMN_1703832;ILMN_1668162;ILMN_2143250,ILMN_1703832
Attachment of GPI anchor to uPAR ,-0.5799892543936059,-2.481739223596651,0.418013856812933,0.8670855468886387,6,6,ILMN_1738263;ILMN_1769702;ILMN_2185665;ILMN_1691291;ILMN_1772743;ILMN_1738759,ILMN_1691291;ILMN_1772743;ILMN_1738759
CS/DS degradation ,-0.44510686251176734,-2.4858502611365214,0.4408866995073892,0.8677711525896339,13,13,ILMN_1712587;ILMN_1688184;ILMN_1732154;ILMN_1683211;ILMN_1667432;ILMN_1739813;ILMN_1813911;ILMN_1666894;ILMN_1806692;ILMN_1687301;ILMN_2347145;ILMN_2206746;ILMN_1703041,ILMN_1687301;ILMN_2347145;ILMN_2206746;ILMN_1703041
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes ",-0.3478106736911217,-2.468103298157249,0.5142118863049095,0.8702027246708773,29,28,ILMN_1767747;ILMN_2403664;ILMN_1750062;ILMN_1792922;ILMN_1675190;ILMN_1703955;ILMN_1770336;ILMN_1666966;ILMN_2079890;ILMN_1738816;ILMN_1751036;ILMN_1724372;ILMN_1694472;ILMN_1728445;ILMN_1749343;ILMN_1731948;ILMN_2389347;ILMN_2151739;ILMN_1702489;ILMN_1731062;ILMN_1727458;ILMN_1682738;ILMN_1741477;ILMN_1681703;ILMN_1795507;ILMN_1712095;ILMN_2328986;ILMN_1805996,ILMN_1682738;ILMN_1741477;ILMN_1681703;ILMN_1795507;ILMN_1712095;ILMN_2328986;ILMN_1805996
FOXO-mediated transcription of cell death genes ,-0.44361291754862575,-2.473083656494523,0.42417061611374407,0.8703678607598111,15,14,ILMN_1781824;ILMN_1676984;ILMN_1766541;ILMN_1738816;ILMN_1668726;ILMN_1751871;ILMN_1810488;ILMN_1744665;ILMN_1681703;ILMN_1737314;ILMN_1712095;ILMN_1663092;ILMN_1809583;ILMN_1666924,ILMN_1810488;ILMN_1744665;ILMN_1681703;ILMN_1737314;ILMN_1712095;ILMN_1663092;ILMN_1809583;ILMN_1666924
TRAF3 deficiency - HSE ,0.45720127817480777,1.2358880762939404,0.9471698113207547,0.8708944948703289,2,2,ILMN_2383774;ILMN_1689578,ILMN_2383774
PTK6 Activates STAT3 ,-0.6688299698994897,-2.4686168158154627,0.4447004608294931,0.872141886726015,3,3,ILMN_1657631;ILMN_2156250;ILMN_1663618,ILMN_1663618
Arachidonate production from DAG ,0.42599221679040716,1.233587871572547,0.8676207513416816,0.8723294063987321,4,4,ILMN_1706344;ILMN_1745116;ILMN_1658885;ILMN_1683682,ILMN_1706344;ILMN_1745116
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion ,0.3807953265088486,1.2316884026464667,0.821917808219178,0.8734370714608481,7,7,ILMN_1724066;ILMN_1903565;ILMN_1756285;ILMN_1708432;ILMN_1714041;ILMN_1659923;ILMN_1686227,ILMN_1724066;ILMN_1903565;ILMN_1756285
Biosynthesis of maresin-like SPMs ,-0.6136664204614544,-2.4484804832668816,0.4343891402714932,0.8746274994625098,6,5,ILMN_1740648;ILMN_1670652;ILMN_1772206;ILMN_1769155;ILMN_1665437,ILMN_1769155;ILMN_1665437
RHO GTPases Activate ROCKs ,-0.41085515767836744,-2.406046382271785,0.41745283018867924,0.8760211382510164,19,18,ILMN_1705617;ILMN_1659099;ILMN_2405023;ILMN_2087702;ILMN_1698649;ILMN_1756289;ILMN_2270443;ILMN_2326071;ILMN_1804461;ILMN_1808768;ILMN_1654016;ILMN_1767365;ILMN_1675062;ILMN_1781290;ILMN_2368834;ILMN_1673305;ILMN_1815154;ILMN_1802205,ILMN_1675062;ILMN_1781290;ILMN_2368834;ILMN_1673305;ILMN_1815154;ILMN_1802205
Adenylate cyclase inhibitory pathway ,-0.4453071519771606,-2.459536011378187,0.44096385542168676,0.8761441718183574,14,13,ILMN_1655935;ILMN_1742044;ILMN_1810691;ILMN_1676893;ILMN_1746027;ILMN_1706176;ILMN_1754440;ILMN_1708588;ILMN_1775762;ILMN_2148944;ILMN_1742073;ILMN_2311674;ILMN_1654287,ILMN_2148944;ILMN_1742073;ILMN_2311674;ILMN_1654287
Metabolism of serotonin ,-0.9482603172003752,-2.4491934073685635,0.10679611650485436,0.8762963852260004,1,1,ILMN_1663640,ILMN_1663640
Activated NTRK3 signals through PLCG1 ,-0.7770742402826184,-2.42068290047574,0.3760504201680672,0.8767576747816733,2,2,ILMN_1809364;ILMN_1837429,ILMN_1809364;ILMN_1837429
MTF1 activates gene expression ,-0.7165373823942676,-2.4227950263348936,0.4896551724137931,0.8771842989809935,2,2,ILMN_1763828;ILMN_1811921,ILMN_1811921
Tyrosine catabolism ,-0.6310256781639,-2.4073016155339366,0.45517241379310347,0.8772536979420982,4,4,ILMN_1745688;ILMN_2198239;ILMN_1791678;ILMN_1781536,ILMN_2198239;ILMN_1791678;ILMN_1781536
"Biosynthesis of A2E, implicated in retinal degradation ",-0.8816441949102853,-2.4021067256476107,0.24897959183673468,0.8773393965217695,1,1,ILMN_1762033,ILMN_1762033
ABO blood group biosynthesis ,-0.8847998032869921,-2.399062154488945,0.2505091649694501,0.8778445988816407,1,1,ILMN_1794659,ILMN_1794659
Formation of TC-NER Pre-Incision Complex ,-0.2798362490599279,-2.393825707130299,0.6875,0.8780668523924116,60,52,ILMN_1792672;ILMN_1745885;ILMN_1732300;ILMN_1659026;ILMN_1736002;ILMN_1784785;ILMN_1689445;ILMN_1770732;ILMN_1666670;ILMN_2088172;ILMN_1725666;ILMN_1792107;ILMN_1748105;ILMN_1748438;ILMN_1786882;ILMN_2048326;ILMN_1740216;ILMN_1655827;ILMN_1800308;ILMN_1769960;ILMN_1782977;ILMN_2331501;ILMN_1726693;ILMN_2326737;ILMN_2357770;ILMN_2083243;ILMN_1691535;ILMN_1662772;ILMN_1764431;ILMN_1720542;ILMN_1691485;ILMN_1795922;ILMN_1652123;ILMN_1769545;ILMN_1664102;ILMN_2373779;ILMN_1744665;ILMN_2191428;ILMN_1728490;ILMN_1729319;ILMN_1815859;ILMN_2177460;ILMN_1695792;ILMN_1726755;ILMN_1787591;ILMN_1739497;ILMN_1758412;ILMN_1778917;ILMN_1742250;ILMN_1782385;ILMN_1771057;ILMN_1670037,ILMN_1744665;ILMN_2191428;ILMN_1728490;ILMN_1729319;ILMN_1815859;ILMN_2177460;ILMN_1695792;ILMN_1726755;ILMN_1787591;ILMN_1739497;ILMN_1758412;ILMN_1778917;ILMN_1742250;ILMN_1782385;ILMN_1771057;ILMN_1670037
Negative regulation of FGFR1 signaling ,-0.34291050710852533,-2.4493148983620108,0.4875,0.8785607916862559,32,32,ILMN_1778236;ILMN_2181968;ILMN_1812517;ILMN_1778253;ILMN_1652472;ILMN_2048326;ILMN_1742521;ILMN_2095633;ILMN_1740871;ILMN_1781390;ILMN_1706677;ILMN_1723227;ILMN_1782977;ILMN_1696488;ILMN_2331501;ILMN_2398261;ILMN_1699735;ILMN_2089329;ILMN_1764605;ILMN_1677456;ILMN_1725738;ILMN_1892050;ILMN_2105919;ILMN_1703222;ILMN_2191428;ILMN_2352077;ILMN_1810467;ILMN_2153061;ILMN_2110110;ILMN_1712659;ILMN_1667260;ILMN_1722858,ILMN_1703222;ILMN_2191428;ILMN_2352077;ILMN_1810467;ILMN_2153061;ILMN_2110110;ILMN_1712659;ILMN_1667260;ILMN_1722858
Synthesis of pyrophosphates in the cytosol ,-0.47321985878059325,-2.3904970093425333,0.4611764705882353,0.8786175205553001,10,10,ILMN_1724907;ILMN_2189668;ILMN_1738268;ILMN_1706378;ILMN_2278686;ILMN_1785520;ILMN_1653274;ILMN_1715674;ILMN_1732873;ILMN_1700231,ILMN_1653274;ILMN_1715674;ILMN_1732873;ILMN_1700231
Interactions of Tat with host cellular proteins ,-0.882709725011511,-2.4409398848149366,0.22933884297520662,0.879089352935463,1,1,ILMN_1747556,ILMN_1747556
FGFRL1 modulation of FGFR1 signaling ,-0.42842714583931024,-2.4077980783274047,0.544529262086514,0.8791167543171,12,12,ILMN_1812517;ILMN_1797030;ILMN_2095633;ILMN_1804277;ILMN_1740871;ILMN_1781390;ILMN_1723227;ILMN_1696488;ILMN_1677456;ILMN_2105919;ILMN_1795865;ILMN_1791232,ILMN_1795865;ILMN_1791232
Fructose biosynthesis ,-0.9179746731693839,-2.4228337273771094,0.125,0.8794662711849015,1,1,ILMN_1692517,ILMN_1692517
Signaling by NOTCH2 ,0.2975558546914624,1.224059304287697,0.8264331210191083,0.879502223890303,35,29,ILMN_2109489;ILMN_1708537;ILMN_1662451;ILMN_1765729;ILMN_1723087;ILMN_2382758;ILMN_2048326;ILMN_2399523;ILMN_1782977;ILMN_2331501;ILMN_1718946;ILMN_1690174;ILMN_1658472;ILMN_1777845;ILMN_1794742;ILMN_1809193;ILMN_1803060;ILMN_2385178;ILMN_1661852;ILMN_1744665;ILMN_1669718;ILMN_2191428;ILMN_1788832;ILMN_1743373;ILMN_1710284;ILMN_1691376;ILMN_1735180;ILMN_1714417;ILMN_1767816,ILMN_2109489;ILMN_1708537;ILMN_1662451;ILMN_1765729;ILMN_1723087
Synthesis of PS ,-0.9011311011846241,-2.41496019986121,0.21686746987951808,0.8796319241409851,1,1,ILMN_1763723,ILMN_1763723
Viral RNP Complexes in the Host Cell Nucleus ,-0.8442072046229909,-2.4095776720774182,0.29914529914529914,0.8798830799989174,4,1,ILMN_1789074,ILMN_1789074
RHO GTPases Activate Rhotekin and Rhophilins ,-0.52606101562044,-2.427478591554649,0.43448275862068964,0.8798920095441662,8,8,ILMN_2392818;ILMN_1663444;ILMN_1803392;ILMN_1753143;ILMN_1742003;ILMN_1781290;ILMN_1673305;ILMN_1802205,ILMN_1673305;ILMN_1802205
Regulation of the apoptosome activity ,-0.45034300613011996,-2.429853559743796,0.49622166246851385,0.8799760991574384,11,9,ILMN_1710216;ILMN_1659463;ILMN_2310589;ILMN_2192281;ILMN_1681497;ILMN_2128293;ILMN_1844132;ILMN_1667260;ILMN_1718070,ILMN_1667260;ILMN_1718070
Synthesis of dolichyl-phosphate-glucose ,-0.8696569812714965,-2.3940228456826413,0.2515592515592516,0.8801773073055784,1,1,ILMN_1669788,ILMN_1669788
PKA activation in glucagon signalling ,-0.39173256314811356,-2.4240835160261383,0.5050505050505051,0.8806566394892877,18,17,ILMN_1655935;ILMN_1674390;ILMN_1769191;ILMN_1810691;ILMN_1676893;ILMN_1808368;ILMN_1786195;ILMN_2277077;ILMN_1754440;ILMN_1708588;ILMN_1684850;ILMN_1771523;ILMN_1681888;ILMN_2148944;ILMN_1742073;ILMN_2311674;ILMN_1654287,ILMN_2148944;ILMN_1742073;ILMN_2311674;ILMN_1654287
PTK6 Down-Regulation ,-0.775315659317736,-2.4494761748963723,0.33052631578947367,0.8808166055788288,2,2,ILMN_1681591;ILMN_1744200,ILMN_1744200
Toxicity of botulinum toxin type F (BoNT/F) ,-0.619261293358631,-2.433741215988637,0.4627906976744186,0.8811373493911541,4,4,ILMN_1806306;ILMN_1702009;ILMN_2405756;ILMN_1713491,ILMN_2405756;ILMN_1713491
